#,Zip Code,Location,City,Population,Avg. Income/H/hold,National Rank
294,7064,"40.568447, -74.247736","Port Reading, New Jersey",3828,"$59,531.00","#3,105"
295,7033,"40.678089, -74.288114","Kenilworth, New Jersey",7701,"$59,482.00","#3,114"
296,7461,"41.246268, -74.610416","Sussex, New Jersey",18296,"$59,458.00","#3,118"
297,8825,"40.514186, -75.027170","Frenchtown, New Jersey",4675,"$59,432.00","#3,120"
298,7462,"41.198457, -74.495577","Vernon, New Jersey",6733,"$59,187.00","#3,159"
299,7606,"40.862155, -74.054377","South Hackensack, New Jersey",2185,"$59,167.00","#3,163"
300,7646,"40.934161, -74.019453","New Milford, New Jersey",16400,"$59,118.00","#3,171"
301,7758,"40.430684, -74.103295","Port Monmouth, New Jersey",4892,"$59,097.00","#3,175"
302,8722,"39.928405, -74.202189","Beachwood, New Jersey",10375,"$59,022.00","#3,184"
303,7205,"40.695889, -74.228800","Hillside, New Jersey",21737,"$59,014.00","#3,186"
304,8505,"40.100251, -74.717307","Bordentown, New Jersey",14789,"$58,844.00","#3,212"
305,8328,"39.579668, -75.056375","Malaga, New Jersey",1476,"$58,833.00","#3,215"
306,8035,"39.879661, -75.066162","Haddon Heights, New Jersey",7547,"$58,424.00","#3,289"
307,7631,"40.891197, -73.972515","Englewood, New Jersey",26203,"$58,379.00","#3,296"
308,7014,"40.831352, -74.135424","Clifton, New Jersey",4442,"$58,359.00","#3,300"
309,8348,"39.334598, -74.983614","Port Elizabeth, New Jersey",455,"$58,333.00","#3,303"
310,7724,"40.298625, -74.074178","Eatontown, New Jersey",23221,"$58,265.00","#3,322"
311,7863,"40.808136, -74.957899","Oxford, New Jersey",3873,"$58,250.00","#3,330"
312,7024,"40.850065, -73.973777","Fort Lee, New Jersey",35461,"$58,161.00","#3,339"
313,8329,"39.275985, -75.007658","Mauricetown, New Jersey",162,"$58,036.00","#3,374"
314,8060,"39.995248, -74.799256","Mount Holly, New Jersey",36915,"$58,022.00","#3,380"
315,8872,"40.463352, -74.345433","Sayreville, New Jersey",18640,"$57,961.00","#3,395"
316,8067,"39.739885, -75.411655","Pedricktown, New Jersey",1641,"$57,708.00","#3,443"
317,8619,"40.242301, -74.696408","Trenton, New Jersey",22503,"$57,696.00","#3,446"
318,8026,"39.833065, -74.965087","Gibbsboro, New Jersey",2435,"$57,326.00","#3,522"
319,8004,"39.768106, -74.844456","Atco, New Jersey",14299,"$57,261.00","#3,543"
320,7719,"40.168908, -74.073226","Belmar, New Jersey",21697,"$57,113.00","#3,586"
321,8837,"40.515370, -74.349011","Edison, New Jersey",14855,"$57,013.00","#3,614"
322,8090,"39.799077, -75.150692","Wenonah, New Jersey",8586,"$56,944.00","#3,636"
323,8202,"39.094697, -74.736156","Avalon, New Jersey",2234,"$56,932.00","#3,641"
324,8863,"40.537300, -74.311151","Fords, New Jersey",11698,"$56,903.00","#3,650"
325,8225,"39.362667, -74.530934","Northfield, New Jersey",7773,"$56,858.00","#3,662"
326,8753,"39.979031, -74.160429","Toms River, New Jersey",63277,"$56,526.00","#3,749"
327,7428,"41.181315, -74.517986","Mc Afee, New Jersey",127,"$56,500.00","#3,753"
328,8542,"40.354274, -74.660505","Princeton, New Jersey",3578,"$56,149.00","#3,830"
329,7801,"40.901473, -74.565394","Dover, New Jersey",24396,"$56,082.00","#3,843"
330,8742,"40.080479, -74.062219","Point Pleasant Beach, New Jersey",26266,"$55,998.00","#3,865"
331,8884,"40.394165, -74.392072","Spotswood, New Jersey",7892,"$55,833.00","#3,912"
332,8343,"39.636316, -75.167607","Monroeville, New Jersey",4596,"$55,546.00","#3,986"
333,8098,"39.638274, -75.324411","Woodstown, New Jersey",8335,"$55,490.00","#4,002"
334,7001,"40.582316, -74.271506","Avenel, New Jersey",14188,"$55,468.00","#4,007"
335,8009,"39.760656, -74.932860","Berlin, New Jersey",11869,"$55,369.00","#4,035"
336,7506,"40.956957, -74.158561","Hawthorne, New Jersey",18211,"$55,340.00","#4,047"
337,7833,"40.892562, -75.069300","Delaware, New Jersey",159,"$55,313.00","#4,055"
338,8212,"38.936909, -74.965374","Cape May Point, New Jersey",241,"$55,313.00","#4,059"
339,8022,"40.067590, -74.705741","Columbus, New Jersey",5735,"$55,309.00","#4,061"
340,8019,"39.779138, -74.521162","Chatsworth, New Jersey",883,"$55,288.00","#4,071"
341,8319,"39.370409, -74.810816","Estell Manor, New Jersey",1204,"$55,074.00","#4,124"
342,7072,"40.826424, -74.062338","Carlstadt, New Jersey",5917,"$55,058.00","#4,129"
343,8318,"39.557728, -75.177717","Elmer, New Jersey",12053,"$54,987.00","#4,156"
344,8554,"40.115259, -74.778861","Roebling, New Jersey",3656,"$54,848.00","#4,180"
345,8091,"39.807116, -74.924178","West Berlin, New Jersey",5237,"$54,708.00","#4,205"
346,8831,"40.334355, -74.432508","Monroe Township, New Jersey",34370,"$54,685.00","#4,214"
347,8562,"40.071307, -74.607500","Wrightstown, New Jersey",4776,"$54,227.00","#4,340"
348,8016,"40.068937, -74.827043","Burlington, New Jersey",30820,"$54,114.00","#4,381"
349,7657,"40.832337, -74.015134","Ridgefield, New Jersey",10830,"$54,081.00","#4,396"
350,8322,"39.610619, -75.048907","Franklinville, New Jersey",9357,"$54,028.00","#4,408"
351,7204,"40.665272, -74.266616","Roselle Park, New Jersey",13255,"$53,989.00","#4,417"
352,8887,"40.526703, -74.788644","Three Bridges, New Jersey",994,"$53,828.00","#4,446"
353,8724,"40.090149, -74.116852","Brick, New Jersey",42939,"$53,827.00","#4,448"
354,8012,"39.782579, -75.055596","Blackwood, New Jersey",39208,"$53,479.00","#4,535"
355,8027,"39.823144, -75.289522","Gibbstown, New Jersey",4873,"$53,454.00","#4,542"
356,7823,"40.821516, -75.033111","Belvidere, New Jersey",7366,"$53,402.00","#4,561"
357,7071,"40.791792, -74.102972","Lyndhurst, New Jersey",19383,"$53,375.00","#4,572"
358,7063,"40.605118, -74.444522","Plainfield, New Jersey",12153,"$53,373.00","#4,574"
359,8755,"40.008440, -74.221884","Toms River, New Jersey",22993,"$53,272.00","#4,607"
360,8904,"40.500795, -74.427911","Highland Park, New Jersey",13999,"$53,250.00","#4,614"
361,7003,"40.809128, -74.187155","Bloomfield, New Jersey",47630,"$53,225.00","#4,619"
362,7735,"40.450109, -74.172274","Keyport, New Jersey",20658,"$53,146.00","#4,638"
363,8312,"39.663737, -75.077192","Clayton, New Jersey",7067,"$53,125.00","#4,655"
364,8879,"40.466131, -74.283122","South Amboy, New Jersey",21956,"$52,976.00","#4,702"
365,8075,"40.026676, -74.947054","Riverside, New Jersey",26368,"$52,873.00","#4,731"
366,8032,"39.780717, -75.059807","Grenloch, New Jersey",399,"$52,857.00","#4,734"
367,8721,"39.905041, -74.177164","Bayville, New Jersey",17148,"$52,778.00","#4,761"
368,7508,"40.955744, -74.183873","Haledon, New Jersey",21958,"$52,695.00","#4,790"
369,8234,"39.388393, -74.620728","Egg Harbor Township, New Jersey",30058,"$52,618.00","#4,812"
370,7027,"40.651249, -74.323137","Garwood, New Jersey",4153,"$52,571.00","#4,828"
371,7062,"40.631253, -74.403884","Plainfield, New Jersey",13303,"$52,568.00","#4,830"
372,8731,"39.873620, -74.252511","Forked River, New Jersey",17983,"$52,507.00","#4,846"
373,8006,"39.752007, -74.110893","Barnegat Light, New Jersey",764,"$52,361.00","#4,911"
374,8323,"39.396273, -75.367551","Greenwich, New Jersey",837,"$52,344.00","#4,919"
375,8882,"40.445652, -74.378459","South River, New Jersey",15322,"$52,324.00","#4,928"
376,7407,"40.904526, -74.119514","Elmwood Park, New Jersey",18925,"$52,319.00","#4,932"
377,8089,"39.723889, -74.813753","Waterford Works, New Jersey",3979,"$52,310.00","#4,935"
378,8002,"39.931989, -75.023935","Cherry Hill, New Jersey",20800,"$52,121.00","#5,009"
379,8038,"39.474765, -75.489241","Hancocks Bridge, New Jersey",282,"$51,964.00","#5,069"
380,8247,"39.052267, -74.783628","Stone Harbor, New Jersey",1204,"$51,875.00","#5,103"
381,8361,"39.451537, -74.960026","Vineland, New Jersey",16400,"$51,839.00","#5,125"
382,7660,"40.854705, -74.019926","Ridgefield Park, New Jersey",12873,"$51,825.00","#5,130"
383,7031,"40.782994, -74.124708","North Arlington, New Jersey",15181,"$51,787.00","#5,144"
384,7847,"40.889346, -74.623879","Kenvil, New Jersey",1498,"$51,750.00","#5,151"
385,8050,"39.705853, -74.260285","Manahawkin, New Jersey",20556,"$51,726.00","#5,161"
386,8083,"39.841266, -75.028593","Somerdale, New Jersey",9874,"$51,613.00","#5,202"
387,8832,"40.515837, -74.313500","Keasbey, New Jersey",3018,"$51,411.00","#5,284"
388,7060,"40.630507, -74.431593","Plainfield, New Jersey",49040,"$51,406.00","#5,285"
389,8051,"39.788218, -75.182443","Mantua, New Jersey",10235,"$51,404.00","#5,288"
390,8201,"39.471343, -74.447517","Absecon, New Jersey",34958,"$51,397.00","#5,290"
391,8869,"40.572127, -74.646514","Raritan, New Jersey",6431,"$51,278.00","#5,345"
392,8223,"39.275617, -74.672540","Marmora, New Jersey",4384,"$51,272.00","#5,348"
393,8835,"40.544163, -74.584313","Manville, New Jersey",10354,"$51,258.00","#5,354"
394,7203,"40.652211, -74.260158","Roselle, New Jersey",21274,"$51,254.00","#5,356"
395,8403,"39.318681, -74.543485","Longport, New Jersey",1156,"$51,176.00","#5,405"
396,8065,"40.001838, -75.032208","Palmyra, New Jersey",7091,"$51,150.00","#5,419"
397,8086,"39.840463, -75.189510","Thorofare, New Jersey",5424,"$51,146.00","#5,420"
398,8084,"39.828957, -75.015458","Stratford, New Jersey",7271,"$50,977.00","#5,480"
399,7753,"40.210835, -74.074213","Neptune, New Jersey",32465,"$50,927.00","#5,504"
400,8270,"39.276725, -74.797368","Woodbine, New Jersey",8348,"$50,816.00","#5,546"
401,7065,"40.607152, -74.280531","Rahway, New Jersey",28446,"$50,729.00","#5,590"
402,8518,"40.114445, -74.804937","Florence, New Jersey",4925,"$50,709.00","#5,596"
403,8001,"39.560014, -75.357133","Alloway, New Jersey",460,"$50,682.00","#5,604"
404,8805,"40.570621, -74.537518","Bound Brook, New Jersey",12053,"$50,634.00","#5,625"
405,8071,"39.733304, -75.135333","Pitman, New Jersey",9814,"$50,596.00","#5,655"
406,7074,"40.841361, -74.057656","Moonachie, New Jersey",2754,"$50,571.00","#5,661"
407,8346,"39.562976, -74.858320","Newtonville, New Jersey",680,"$50,357.00","#5,761"
408,8528,"40.391847, -74.619948","Kingston, New Jersey",143,"$50,313.00","#5,789"
409,8210,"39.119086, -74.823186","Cape May Court House, New Jersey",14498,"$50,250.00","#5,825"
410,8094,"39.650587, -74.959292","Williamstown, New Jersey",32832,"$50,206.00","#5,845"
411,7073,"40.817097, -74.085024","East Rutherford, New Jersey",8716,"$50,163.00","#5,867"
412,8723,"40.038085, -74.120818","Brick, New Jersey",31872,"$50,069.00","#5,912"
413,8330,"39.472768, -74.741809","Mays Landing, New Jersey",21838,"$49,960.00","#5,957"
414,7643,"40.847184, -74.039257","Little Ferry, New Jersey",10800,"$49,958.00","#5,958"
415,7012,"40.846569, -74.157072","Clifton, New Jersey",12179,"$49,873.00","#5,987"
416,8610,"40.192939, -74.714254","Trenton, New Jersey",29298,"$49,710.00","#6,050"
417,8096,"39.826057, -75.125482","Woodbury, New Jersey",32951,"$49,702.00","#6,054"
418,7851,"41.123325, -74.934412","Layton, New Jersey",250,"$49,583.00","#6,094"
419,8108,"39.915048, -75.062244","Collingswood, New Jersey",18557,"$49,530.00","#6,118"
420,7601,"40.889694, -74.046340","Hackensack, New Jersey",42677,"$49,316.00","#6,191"
421,8005,"39.764476, -74.307856","Barnegat, New Jersey",16812,"$49,292.00","#6,200"
422,8109,"39.950637, -75.049324","Merchantville, New Jersey",22710,"$49,289.00","#6,203"
423,7857,"40.899232, -74.700823","Netcong, New Jersey",3248,"$49,224.00","#6,231"
424,8353,"39.462259, -75.292520","Shiloh, New Jersey",534,"$49,191.00","#6,243"
425,8880,"40.553947, -74.527455","South Bound Brook, New Jersey",4492,"$48,984.00","#6,324"
426,8063,"39.865145, -75.181649","National Park, New Jersey",3298,"$48,922.00","#6,350"
427,8344,"39.561745, -74.986037","Newfield, New Jersey",6239,"$48,879.00","#6,366"
428,8015,"39.948419, -74.549314","Browns Mills, New Jersey",21113,"$48,826.00","#6,386"
429,8561,"40.249939, -74.578389","Windsor, New Jersey",314,"$48,611.00","#6,476"
430,7109,"40.795515, -74.161850","Belleville, New Jersey",35900,"$48,608.00","#6,478"
431,7827,"41.280864, -74.730427","Montague, New Jersey",3903,"$48,438.00","#6,548"
432,8010,"40.053356, -74.918438","Beverly, New Jersey",10585,"$48,162.00","#6,653"
433,7650,"40.846603, -73.996336","Palisades Park, New Jersey",17073,"$48,015.00","#6,714"
434,7721,"40.436522, -74.234672","Cliffwood, New Jersey",2573,"$47,906.00","#6,768"
435,8224,"39.593814, -74.459047","New Gretna, New Jersey",543,"$47,813.00","#6,801"
436,7032,"40.752794, -74.128811","Kearny, New Jersey",40548,"$47,757.00","#6,828"
437,8037,"39.635918, -74.773067","Hammonton, New Jersey",22461,"$47,500.00","#6,951"
438,8070,"39.619113, -75.512237","Pennsville, New Jersey",12951,"$47,321.00","#7,033"
439,8106,"39.890992, -75.073329","Audubon, New Jersey",10284,"$47,220.00","#7,081"
440,7008,"40.584543, -74.228223","Carteret, New Jersey",20709,"$47,148.00","#7,120"
441,7416,"41.117042, -74.603086","Franklin, New Jersey",5780,"$46,885.00","#7,278"
442,7010,"40.822040, -73.987850","Cliffside Park, New Jersey",23007,"$46,288.00","#7,596"
443,8049,"39.854400, -75.038524","Magnolia, New Jersey",5427,"$46,250.00","#7,642"
444,8068,"39.959242, -74.660551","Pemberton, New Jersey",6691,"$46,136.00","#7,699"
445,7732,"40.401268, -73.993710","Highlands, New Jersey",5214,"$46,092.00","#7,725"
446,8008,"39.756653, -74.132728","Beach Haven, New Jersey",7792,"$45,974.00","#7,806"
447,7036,"40.625643, -74.243483","Linden, New Jersey",40880,"$45,960.00","#7,820"
448,8758,"39.792858, -74.264215","Waretown, New Jersey",5355,"$45,906.00","#7,852"
449,8402,"39.329808, -74.505791","Margate City, New Jersey",8193,"$45,876.00","#7,863"
450,8311,"39.327866, -75.204035","Cedarville, New Jersey",1851,"$45,809.00","#7,904"
451,8243,"39.151013, -74.696319","Sea Isle City, New Jersey",2835,"$45,708.00","#7,957"
452,7057,"40.853084, -74.106323","Wallington, New Jersey",11583,"$45,656.00","#7,984"
453,8052,"39.952381, -74.994896","Maple Shade, New Jersey",19079,"$45,426.00","#8,129"
454,7504,"40.912224, -74.141613","Paterson, New Jersey",13072,"$45,412.00","#8,142"
455,8061,"39.802302, -75.200878","Mount Royal, New Jersey",713,"$45,313.00","#8,200"
456,7302,"40.720262, -74.046496","Jersey City, New Jersey",31769,"$45,223.00","#8,252"
457,8087,"39.587126, -74.371879","Tuckerton, New Jersey",20064,"$45,075.00","#8,334"
458,8059,"39.884418, -75.092268","Mount Ephraim, New Jersey",5402,"$44,973.00","#8,406"
459,8045,"39.867080, -75.029086","Lawnside, New Jersey",2671,"$44,926.00","#8,427"
460,8028,"39.696036, -75.127841","Glassboro, New Jersey",20334,"$44,805.00","#8,482"
461,8092,"39.651575, -74.281121","West Creek, New Jersey",3003,"$44,792.00","#8,490"
462,8821,"40.520946, -74.681625","Flagtown, New Jersey",307,"$44,659.00","#8,556"
463,8203,"39.409603, -74.390116","Brigantine, New Jersey",12594,"$44,639.00","#8,567"
464,8110,"39.975186, -75.048788","Pennsauken, New Jersey",16006,"$44,443.00","#8,680"
465,8215,"39.562305, -74.581969","Egg Harbor City, New Jersey",12511,"$44,420.00","#8,692"
466,8629,"40.220723, -74.731100","Trenton, New Jersey",11102,"$44,418.00","#8,694"
467,7608,"40.852999, -74.060355","Teterboro, New Jersey",18,"$44,167.00","#8,823"
468,8226,"39.259040, -74.606119","Ocean City, New Jersey",15378,"$44,158.00","#8,832"
469,8865,"40.708224, -75.147074","Phillipsburg, New Jersey",28925,"$44,092.00","#8,857"
470,7502,"40.918677, -74.194818","Paterson, New Jersey",13719,"$44,087.00","#8,858"
471,8031,"39.867686, -75.093563","Bellmawr, New Jersey",11639,"$43,987.00","#8,905"
472,8007,"39.865560, -75.053579","Barrington, New Jersey",5378,"$43,891.00","#8,962"
473,7011,"40.879847, -74.145773","Clifton, New Jersey",36979,"$43,850.00","#8,994"
474,8324,"39.214626, -74.996612","Heislerville, New Jersey",451,"$43,833.00","#9,003"
475,8093,"39.862488, -75.141054","Westville, New Jersey",10043,"$43,696.00","#9,093"
476,8735,"39.981695, -74.071306","Lavallette, New Jersey",4450,"$43,636.00","#9,127"
477,8752,"39.833476, -74.091124","Seaside Park, New Jersey",2927,"$43,478.00","#9,234"
478,7644,"40.877913, -74.082485","Lodi, New Jersey",23971,"$43,421.00","#9,274"
479,8340,"39.437245, -74.876499","Milmay, New Jersey",872,"$43,352.00","#9,323"
480,7088,"40.718239, -74.283845","Vauxhall, New Jersey",3411,"$43,030.00","#9,520"
481,7026,"40.879797, -74.108250","Garfield, New Jersey",29850,"$42,770.00","#9,692"
482,7935,"40.730048, -74.453965","Green Village, New Jersey",515,"$42,639.00","#9,786"
483,8406,"39.344153, -74.483384","Ventnor City, New Jersey",12910,"$42,478.00","#9,902"
484,8244,"39.318683, -74.599110","Somers Point, New Jersey",11665,"$42,341.00","#10,008"
485,8029,"39.840937, -75.067211","Glendora, New Jersey",4943,"$42,233.00","#10,097"
486,7029,"40.743664, -74.152959","Harrison, New Jersey",16766,"$41,864.00","#10,448"
487,8217,"39.577456, -74.719645","Elwood, New Jersey",219,"$41,761.00","#10,522"
488,8638,"40.254018, -74.763385","Trenton, New Jersey",26120,"$41,721.00","#10,564"
489,7002,"40.665183, -74.110059","Bayonne, New Jersey",61842,"$41,566.00","#10,669"
490,8640,"40.004416, -74.591269","Fort Dix, New Jersey",7451,"$41,456.00","#10,757"
491,7734,"40.443198, -74.133625","Keansburg, New Jersey",13889,"$41,318.00","#10,862"
492,8021,"39.806194, -75.000151","Clementon, New Jersey",45848,"$41,160.00","#11,023"
493,8740,"39.925846, -74.134614","Ocean Gate, New Jersey",2072,"$41,067.00","#11,094"
494,8107,"39.909000, -75.080627","Oaklyn, New Jersey",13500,"$41,019.00","#11,135"
495,7720,"40.201604, -74.012056","Bradley Beach, New Jersey",4793,"$40,878.00","#11,273"
496,7047,"40.794175, -74.024960","North Bergen, New Jersey",58108,"$40,844.00","#11,299"
497,8078,"39.851738, -75.074803","Runnemede, New Jersey",8379,"$40,811.00","#11,337"
498,8204,"38.967042, -74.907817","Cape May, New Jersey",18831,"$40,766.00","#11,382"
499,8332,"39.371364, -75.061920","Millville, New Jersey",33887,"$40,471.00","#11,648"
500,7022,"40.821054, -74.003061","Fairview, New Jersey",13255,"$40,393.00","#11,740"
501,8023,"39.685128, -75.487125","Deepwater, New Jersey",345,"$40,357.00","#11,777"
502,7712,"40.246796, -74.055541","Asbury Park, New Jersey",39908,"$40,046.00","#12,097"
503,8349,"39.248953, -75.092256","Port Norris, New Jersey",2497,"$39,602.00","#12,481"
504,7208,"40.673830, -74.226408","Elizabeth, New Jersey",32359,"$39,350.00","#12,705"
505,8511,"40.043738, -74.547654","Cookstown, New Jersey",1133,"$39,050.00","#12,958"
506,8314,"39.204310, -74.940870","Delmont, New Jersey",1986,"$39,000.00","#13,002"
507,7740,"40.295591, -73.993543","Long Branch, New Jersey",31671,"$38,733.00","#13,265"
508,7307,"40.754890, -74.060750","Jersey City, New Jersey",46093,"$38,720.00","#13,271"
509,8030,"39.889634, -75.115850","Gloucester City, New Jersey",13461,"$38,243.00","#13,691"
510,7513,"40.905381, -74.148205","Paterson, New Jersey",12807,"$38,190.00","#13,736"
511,8861,"40.522216, -74.274020","Perth Amboy, New Jersey",49368,"$38,188.00","#13,741"
512,7305,"40.698119, -74.080370","Jersey City, New Jersey",58542,"$38,169.00","#13,754"
513,8352,"39.474017, -75.130336","Rosenhayn, New Jersey",825,"$38,056.00","#13,863"
514,8048,"39.968821, -74.811259","Lumberton, New Jersey",663,"$37,857.00","#14,061"
515,8232,"39.392795, -74.517815","Pleasantville, New Jersey",17907,"$37,370.00","#14,512"
516,8327,"39.248618, -74.960307","Leesburg, New Jersey",2666,"$37,212.00","#14,708"
517,8316,"39.274671, -74.967507","Dorchester, New Jersey",283,"$37,188.00","#14,739"
518,8079,"39.542408, -75.431684","Salem, New Jersey",11844,"$37,114.00","#14,824"
519,8066,"39.830410, -75.225702","Paulsboro, New Jersey",8373,"$36,848.00","#15,147"
520,8252,"39.038064, -74.856932","Whitesboro, New Jersey",821,"$36,838.00","#15,156"
521,7111,"40.723860, -74.232517","Irvington, New Jersey",60727,"$36,590.00","#15,428"
522,8618,"40.247077, -74.786529","Trenton, New Jersey",37144,"$36,289.00","#15,772"
523,8641,"40.029317, -74.587752","Trenton, New Jersey",6849,"$36,272.00","#15,784"
524,8360,"39.495524, -75.008665","Vineland, New Jersey",39674,"$36,163.00","#15,983"
525,8733,"40.014963, -74.353433","Lakehurst, New Jersey",15807,"$36,147.00","#16,007"
526,8901,"40.484302, -74.444308","New Brunswick, New Jersey",48652,"$36,048.00","#16,146"
527,8069,"39.699258, -75.445180","Penns Grove, New Jersey",12468,"$35,857.00","#16,386"
528,8302,"39.439049, -75.257663","Bridgeton, New Jersey",44450,"$35,835.00","#16,401"
529,7050,"40.768040, -74.235692","Orange, New Jersey",32868,"$35,759.00","#16,507"
530,8701,"40.077041, -74.200383","Lakewood, New Jersey",60392,"$35,647.00","#16,653"
531,8072,"39.544638, -75.418268","Quinton, New Jersey",251,"$35,500.00","#16,860"
532,7202,"40.644032, -74.215183","Elizabeth, New Jersey",37298,"$35,347.00","#17,095"
533,8245,"39.175772, -74.816825","South Dennis, New Jersey",94,"$35,250.00","#17,225"
534,8039,"39.682054, -75.275247","Harrisonville, New Jersey",153,"$35,250.00","#17,226"
535,7514,"40.922096, -74.142524","Paterson, New Jersey",18312,"$35,115.00","#17,381"
536,7105,"40.723013, -74.140954","Newark, New Jersey",44391,"$35,044.00","#17,458"
537,8014,"39.804702, -75.349468","Bridgeport, New Jersey",635,"$34,853.00","#17,647"
538,7306,"40.734932, -74.070495","Jersey City, New Jersey",54912,"$34,808.00","#17,695"
539,7093,"40.788031, -74.011606","West New York, New Jersey",56559,"$34,745.00","#17,768"
540,8345,"39.284301, -75.157520","Newport, New Jersey",834,"$34,063.00","#18,538"
541,8251,"39.031725, -74.923929","Villas, New Jersey",10073,"$33,726.00","#18,945"
542,7055,"40.856413, -74.126940","Passaic, New Jersey",67869,"$33,633.00","#19,013"
543,7017,"40.771410, -74.207171","East Orange, New Jersey",39466,"$33,418.00","#19,249"
544,7087,"40.767853, -74.028069","Union City, New Jersey",80589,"$33,132.00","#19,571"
545,7201,"40.681553, -74.177967","Elizabeth, New Jersey",27655,"$33,088.00","#19,653"
546,7106,"40.741799, -74.230425","Newark, New Jersey",33970,"$32,877.00","#19,875"
547,7503,"40.897455, -74.154174","Paterson, New Jersey",19064,"$32,668.00","#20,092"
548,7524,"40.931711, -74.156870","Paterson, New Jersey",13057,"$32,558.00","#20,212"
549,8341,"39.514866, -74.958415","Minotola, New Jersey",2042,"$32,204.00","#20,678"
550,7756,"40.212092, -74.008223","Ocean Grove, New Jersey",4263,"$31,991.00","#20,997"
551,7522,"40.924959, -74.179096","Paterson, New Jersey",21677,"$31,728.00","#21,352"
552,7304,"40.717234, -74.074096","Jersey City, New Jersey",42323,"$31,685.00","#21,406"
553,7018,"40.755613, -74.218781","East Orange, New Jersey",30433,"$31,536.00","#21,594"
554,8609,"40.224974, -74.742152","Trenton, New Jersey",15166,"$30,995.00","#22,330"
555,8611,"40.205509, -74.753197","Trenton, New Jersey",23868,"$30,960.00","#22,368"
556,8310,"39.523751, -74.887132","Buena, New Jersey",1682,"$30,833.00","#22,528"
557,7206,"40.651594, -74.189279","Elizabeth, New Jersey",23315,"$30,637.00","#22,772"
558,8326,"39.525273, -74.936920","Landisville, New Jersey",1280,"$30,625.00","#22,816"
559,8751,"39.946092, -74.078974","Seaside Heights, New Jersey",4915,"$30,611.00","#22,843"
560,8260,"38.986666, -74.827161","Wildwood, New Jersey",15326,"$30,487.00","#23,010"
561,7112,"40.710735, -74.211412","Newark, New Jersey",26986,"$30,392.00","#23,143"
562,8757,"39.963623, -74.257549","Toms River, New Jersey",33448,"$30,177.00","#23,423"
563,8242,"39.020888, -74.864051","Rio Grande, New Jersey",2918,"$29,891.00","#23,747"
564,8321,"39.239767, -75.171824","Fortescue, New Jersey",233,"$29,583.00","#24,051"
565,7104,"40.767910, -74.168380","Newark, New Jersey",51358,"$28,262.00","#25,407"
566,8105,"39.952576, -75.090040","Camden, New Jersey",30762,"$27,485.00","#26,160"
567,8401,"39.372200, -74.453868","Atlantic City, New Jersey",40517,"$26,969.00","#26,673"
568,8095,"39.659484, -74.868079","Winslow, New Jersey",184,"$26,806.00","#26,826"
569,7107,"40.760696, -74.187812","Newark, New Jersey",35997,"$25,095.00","#28,156"
570,7501,"40.911998, -74.170965","Paterson, New Jersey",32998,"$24,938.00","#28,267"
571,7505,"40.916204, -74.171459","Paterson, New Jersey",4531,"$24,135.00","#28,736"
572,8759,"39.947674, -74.366913","Manchester Township, New Jersey",17417,"$23,914.00","#28,852"
573,8104,"39.917545, -75.111385","Camden, New Jersey",24602,"$23,878.00","#28,875"
574,8103,"39.934921, -75.108933","Camden, New Jersey",15566,"$23,139.00","#29,277"
575,7103,"40.738890, -74.195397","Newark, New Jersey",31455,"$20,591.00","#30,363"
576,7108,"40.722981, -74.200251","Newark, New Jersey",25001,"$19,127.00","#30,748"
577,8608,"40.219897, -74.766464","Trenton, New Jersey",1095,"$17,083.00","#31,130"
578,8102,"39.950423, -75.120259","Camden, New Jersey",9866,"$16,573.00","#31,204"
579,7114,"40.697362, -74.170093","Newark, New Jersey",11792,"$14,457.00","#31,456"
580,7102,"40.735593, -74.173744","Newark, New Jersey",12408,"$13,421.00","#31,546"
581,8625,"40.207185, -74.756664","Trenton, New Jersey",1834,$0.00,"#31,897"
